page_number_by_2012,page_number_by_2021,name,comment_text,image,book_id,chapter_id,sort,author_id
153,187,Фай / faille ,"Вид шелковой ткани.
",,1,18,2,1
153,187,Пальчатый лист / fingered leaves,"У таких листьев все листовые пластинки расходятся по радиусу от окончания корешка подобно пальцам руки (на фото).
",Гл1.18_стр153_Пальчатый_лист.jpg,1,18,3,1
153,188,Тангенциальный / tangential,"Направленный по касательной в выбранной точке к какой-либо выбранной кривой (плоскости), что-либо описывающей.
",,1,18,4,1
154,188,Абдулла / Abdulla,"Марка английских сигарет.
",,1,18,1,1
154,189,Трискелион / triskelion,"Древний символ в виде трёх бегущих ног, выходящих из одной точки. Имеет множество значений, в частности: может представлять «три мира»: мир живых, мертвых и мир духов; по некоторым кельтским верованиям означал: солнце / жизнь после смерти / реинкарнацию.
",Гл1.18_стр154_Трискелион.jpg,1,18,2,1
154,189,Салонная комедь / drawing-room comedy,"Дословно «комедия в гостиной», домашний непрофессиональный спектакль, популярный в Великобритании в викторианскую эпоху. ",,1,18,3,1
154,189,Неизменно резкая после оселка / always fresh from the stone,"Оселок – это брусок из мелкозернистого материала, применяемый для доводки вручную поверхностей и режущих кромок инструментов после заточки.
",,1,18,4,1
155,190,Детекторный кристалл / the crystals,"Разновидность детектора, применявшегося в первых детекторных приёмниках. Представляет собой кристалл какого-либо полупроводника, как правило сульфида свинца (PbS) или сульфида кадмия (CdS), в который упирается тонкая проволочка из металла.
",,1,18,1,1
155,190,Вант / shroud ,"Корабельная снасть для укрепления мачты.
",,1,18,2,1
155,190,Прицел Нордена / Norden device,"Синхронный бомбовый прицел, представлявший из себя механический аналоговый компьютер. Разработан инженером Карелом Лукасом ван Норденом, выпускался компанией «Carl L. Norden, Incorporated». С 1932 года был выбран в качестве единого авиационного прицела для военно-морской и бомбардировочной авиации США. Значительно превосходил все довоенные авиационные прицелы. За 1932–1957 годы было выпущено около 90000 прицелов, которые устанавливались на самые различные самолеты. После принятия на вооружение прицелы Нордена стали одним из наиболее охраняемых секретов в США, уровень защиты которого был не ниже чем для  Манхеттенского проекта. Прицелы в обязательном порядке оборудовались устройствами самоуничтожения, чтобы исключить возможность их попадания в руки противника. Прицел обладал очень высокой точностью — круговое вероятное отклонение (КВО) составляло 23 метра, то есть в 2 раза точнее, чем у советского ОПБ-1М. Немецкий Lotfernrohr 7 имел КВО около 35 метров, но был проще в использовании. Однако высокая точность наведения была возможна только в безоблачную погоду.
",,1,18,3,1
155,191,Валькирия / Valkyrie,"Дева-воительница из скандинавской мифологии. Валькирии выбирают, кому из воинов погибнуть на поле боя, а кому выжить; погибших воинов они сопровождают в Вальгаллу, где и прислуживают им. Летчик мог видеть не валькирию, а инверсионный след от ракет, испытательные запуски которых немцы начали в Пенемюнде в 1942 году.
",,1,18,4,1
155,191,Пенемюнде / Peenemünde,"Созданный в 1937 году ракетный центр Третьего рейха под городком Пенемюнде на северо-востоке Германии. Именно там осуществлялась разработка ФАУ-2. Бомбардировка англичанами Пенемюнде состоялась 17 августа 1943 года, в налете участвовало 597 тяжелых бомбардировщиков, погибло 735 человек. Считается, что эта бомбардировка задержала выпуск ФАУ-2 на полгода. Пенемюнде был занят войсками 2-го Белорусского фронта 5 мая 1945 года.
",,1,18,5,1
155,191,Гремлин / gremlin,"Существо из английского фольклора, появившееся в 20-х годах ХХ века. Вызывает сбои в работе воздушного судна или другой техники. Летчики (свидетельства которых о гремлинах, в отличии от свидетельств о валькириях, были довольно часты) обвиняли гремлинов в происшествиях, которые происходили во время полетов и не могли быть объяснены. Одно время считалось, что гремлины питают симпатию к врагу, но исследования показали, что у вражеских самолетов были аналогичные и столь же необъяснимые механические проблемы. Таким образом, гремлинов изображали как независимых шалунов и обманщиков. Гремлины были настолько популярны, что их даже изображали на агитационных плакатах (рис.).",Гл1.18_стр155_Гремлин.jpg,1,18,6,1
156,191,"Правосудие… таро / Judgment, in the Tarot sense","Это первое явное упоминание карт таро в романе. Основным (но не единственным) источником Пинчона о таро были работы Артура Уэйта (см. примечание к стр.737). Правосудие – это XХ-я карта Старших Арканов (на рис.); Артур Уэйт в книге «Иллюстрированный ключ к Таро» комментирует ее так: «В основных чертах этот символ практически одинаков во всех колодах Таро… Величавого ангела со всех сторон окружают облака, но он трубит в трубу, на хоругви которой, как правило, изображен крест… Все как одна фигуры, судя по их позам, безраздельно охвачены изумлением, преклонением и восхищением… В прошлом эта карта справедливо именовалась картой вечной жизни… Прорицательные значения: перемена ситуации, обновление, исход».",Гл1.18_стр156_Правосудие.jpg,1,18,1,1
156,191,Шуцманская дубинка / a police truncheon,Шутцманшафт – название местной полиции (охранных отрядов) в Веймарской республике.,,1,18,2,1
156,191,Нойкельн / Neukölln,"Район в Берлине, где в начале 30-х годов проживало много эмигрантов.",,1,18,3,1
156,191,Панбархат / panne,"Красивая и эффектная ткань, с гладким, немного глянцевым ворсовым узором на матовой основе, в чем и состоит основное отличие панбархата от бархата: последний более плотный, с поверхностью, равномерно покрытой ворсом.
",,1,18,4,1
156,191,Иеропон / Hieropon,"Вымышленный препарат, название которого намекает на божественную или сверхъестественную составляющую.
",,1,18,5,1
156,192,Высокоальбедный / high-albedo,"То есть сильно отражающий свет.
",,1,18,6,1
156,192,Сцена райка / puppet stage,"Дословно «кукольная сцена». Раек – это народный театр, состоящий из небольшого ящика с двумя увеличительными стёклами впереди; внутри ящика переставляются картинки или перематывается с одного катка на другой бумажная полоса с доморощенными изображениями разных городов, великих людей и событий.
",,1,18,7,1
157,192,Вельд / veld,покрытые немногочисленными кустарниками засушливые плато в Южной Африке в междуречье рек Лимпопо и Вааль и в верхнем течении реки Оранжевая. ,,1,18,1,1
157,192,Олтринэм / Altrincham,"Город в Траффорде, Большой Манчестер, Англия, к югу от реки Мерси, в 13 км к юго-западу от городского центра Манчестера. Основан в 1290 году. Известен своими дорогими виллами.
",,1,18,2,1
157,194,Ракетное предприятие в Райникендорфе / the rocket facility at Reinickendorf ,"Это первый в мире ракетный порт, открытый в сентябре 1930 года в северном пригороде Берлина, на месте бывшего армейского хранилища боеприпасов. Территория была взята в аренду немецким Обществом космических полетов (Verein für Raumschiffahrt), одним из членов которого был ракетный конструктор Рудольф Небель. Общество было образовано в 1927 году в Бреслау (современный Вроцлав), в июне 1928-го в него вступил Вернер фон Браун, а в сентябре 1929 года оно переехало в Берлин. Первый пуск ракеты был осуществлен 10 мая 1931 года (ракета Mirak, достигла высота 20 м), к августу 1931 года высота полета составляет 1500 м, а дальность – 3000 м. 30 сентября 1933 года нацистское правительство расторгает договор аренды земли, Общество практически прекращает свое существование. Часть инженеров Общества (в том числе Эрхард Ригель, ставший одним из создателей ФАУ-2) переходят на службу к Рейху в вышеупомянутый Пенемюнде.
",,1,18,3,1
158,194,Второй Рейх / second Reich,"Дословно «вторая империя»; название кайзеровской объединенной Германии, просуществовавшей с 1871 по 1918 годы. Первый Рейх – это отмененная Наполеоном Священная Римская империя германской нации (962–1806)
Лярд / lard – От лат. Lardum, топленое свиное сало.",,1,19,1,1
159,195,Богема / La Bohème,"Американский мелодраматический фильм 1926 года по роману Анри Мюрже «Сцены из жизни богемы» (1851) и одноименной опере Джакомо Пуччини (1896), режиссер Кинг Видор. В Германии картина вышла в прокат в июне 1926 года.",,1,19,1,1
159,195,Октябрь / October,Советский фильм Сергея Эйзенштейна о событиях октября-ноября 1917 года. В СССР вышел в прокат в начале 1928 года.,,1,19,2,1
159,195,Роза Люксембург / Rosa Luxemburg,"Немецкая марксистка польско-еврейского происхождения, видный деятельность германского пролетарского движения в начале ХХ века, интернационалист. Активно выступала против 1МВ, за что неоднократно подвергалась уголовному преследованию, проведя в тюрьмах в общей сложности около 4 лет. Была жестоко убита 15 января 1919 года после подавления восстания рабочих в Берлине.",,1,19,3,1
159,195,ВОЙСКО ВЛЮБЛЕННЫХ МОЖНО РАЗБИТЬ / AN ARMY OF LOVERS CAN BE BEATEN ,"Лозунг может отсылать как к ставшему очевидным ко времени написания «Радуги тяготения» поражению движения хиппи («детей цветов», идеологией которых была всеобщая любовь и пацифизм; его черты видны в мировоззрении и особенно в грезах Лени Пёклер), так и к известному отрывку из платоновского «Пира», прославляющему гомосексуальные государство и войско: «И если бы возможно было образовать из влюбленных и их возлюбленных государство или, например, войско, они управляли бы им наилучшим образом, избегая всего постыдного и соревнуясь друг с другом; а сражаясь вместе, такие люди даже и в малом числе побеждали бы, как говорится, любого противника: ведь покинуть строй или бросить оружие влюбленному легче при ком угодно, чем при любимом, и нередко он предпочитает смерть такому позору; а уж бросить возлюбленного на произвол судьбы или не помочь ему, когда он в опасности, - да разве найдется на свете такой трус, в которого сам Эрот не вдохнул бы доблесть, уподобив его прирожденному храбрецу?» (перевод С.К. Апта).",,1,19,4,1
159,195,«Красные» районы / Red districts,"Районы города, в которых преимущественно проживали сторонники коммунистической партии.
",,1,19,5,1
161,197,Маузихштрассе / Mausigstrasse,В Любеке такой улицы («Мышиной» или «Затхлой») нет.,,1,19,1,1
161,198,Майское вино / May wine,"Пунш из белого вина (рейнвейна или мозельвейна), настоянный на траве ясменник. Иногда в него добавляют апельсин и листья черной смородины.",,1,19,2,1
162,199,"Президент посреди своего запроса Бундестагу / the President, in the middle of asking the Bundestag","Это фантазия Лени о речи немецкого военачальника, фельдмаршала Пауля фон Гинденбурга (1847–1934), занимавшего пост президента германской Веймарской республики с 1925 по 1934 годы. Реальные объявления о всеобщих выборах и об окончании войны были сделаны в ноябре 1918 года Максимилианом Баденским, последним имперским канцлером, и Фридрихом Эбертом, будущим первым президентом Веймарской республики (1919–1925).",,1,19,1,1
163,200,Δt,Дельта Т представляет собой разницу между двумя разными точками во времени.,,1,19,1,1
163,200,Nibelungen,"«Нибелунги», пятичасовой фильм Фрица Ланга 1924 года по мотивам средневековой германской эпической поэмы «Песнь о Нибелунгах». Это первый в истории кино в жанре фэнтези и один из любимых фильмов Гитлера. Сохранился восторженный отзыв Г. Ф. Лавкрафта о «Нибегунгах»: «Это были восторг и наслаждение, запомнившиеся навеки! Это была самая сокровенная душа бессмертного и непобедимого белокурого северянина, воплощённая в сияющем воине света, великом Зигфриде, убийце чудовищ и поработителе королей…» (из письма Л. Ф. Кларк от 12.09.1925 г.)[1].",,1,19,2,1
163,200,Die Frau im Mond,"«Женщина на Луне», фантастический фильм Фрица Ланга 1929 года (на фото – кадр из фильма); в контексте романа примечателен тем, что в нем реалистично показан запуск ракеты, весьма похожей на будущую ФАУ-2. Техническим консультантом картины были немецкий инженер Герман Оберт, энтузиаст идеи космических полётов, предшественник и учитель Вернера фон Брауна, а также Рудольф Небель (см. примечание к стр.158). Кадр из этого фильма был нарисован на нижней части корпуса первого экземпляра ракеты ФАУ-2.",Гл1.19_стр163_Die_Frau_im_Mond.jpg,1,19,3,1
164,201,Мюнхенский политех / T.H. Munich,"Мюнхенский технический университет (нем. Technische Universität München, TU München, TUM), основан в 1868 году, является единственным техническим университетом Баварии и одним из самых крупных высших учебных заведений в Германии.",,1,19,1,1
165,202,Шаффхаузен / Schaffhausen,"Город в северной Швейцарии, неподалеку от которого расположен Рейнский водопад (на фото).
",Гл1.19_стр165_Шаффхаузен.jpg,1,19,1,1
165,203,Либихштрассе / Liebigstrasse,"Улица в Мюнхене, к востоку от Старого города. До Мюнхенского технического университета, расположенного к северо-западу от Старого города, рядом со Старой Пинакотекой (Арцисштрассе, 21), около получаса пешком. Как место жительства Курта Монтаугена эта же улица указана в 9 главе романа Пинчона «V.».",,1,19,2,1
165,203,Юстус фон Либих / Justus von Liebig,"Выдающийся немецкий химик (1803–1873), внёс значительный вклад в развитие органической химии, один из основателей агрохимии и создателей системы химического образования. Родом из Дармштадта.",,1,19,3,1
165,203,Полимер / polymer,"Полимеры — вещества, с химическим составом молекул, которые соединены в длинные повторяющиеся цепочки. Благодаря этому все полимеры обладают повышенной упругостью и эластичностью. Большинство современных полимеров имеют искусственное происхождение; пример естественного полимера – каучук. ",,1,19,4,1
165,203,Август Вильгельм фон Хофман / August Wilhelm von Hofmann,"Немецкий химик-органик (1818–1892). Его исследования анилина помогли заложить основу для анилино-красочной промышленности. Открыл формальдегид, бензидин, изонитрилы и аллиловый спирт.",,1,19,5,1
166,203,Херберт Ганистер / Herbert Ganister,"Английский химик, работавший на немецкую компанию Байер. ИСТОЧНИК",,1,19,1,1
166,203,Сукцессия / chain,"Смена одного сообщества другим. Когда чуть позже в I-19 о сукцессии говорит Вальтер Ратенау, в оригинале использовано слово «succession». ",,1,19,2,1
166,204,Общество космических полетов / the Society for Space Navigation,"См. примечание к стр.158.
",,1,19,3,1
166,204,Траве / Trave,"Протекающая через Любек река, впадает в Балтийское море (на фото). ",Гл1.19_стр166_Траве.jpg,1,19,4,1
166,204,Декомпрессионный шлюз / decompression lock,"Герметизируемое устройство или сооружение, обеспечивающее взаимодействие между зонами с разным давлением, разным газовым составом атмосферы, с разными агрегатными состояниями вещества (например, на шлюзовых устройствах в подводных аппаратах).",,1,19,5,1
166,204,Бидермайер / Biedermeier,"Период в истории Германии с 1815 по 1848 годы. Термин также используется для обозначения господствовавших в тот период стилей искусства, описания характера и нравов мелкой и средней буржуазии. К примеру, аристократический ампир в бидермайеровской мебели (см. фото) видоизменялся и приспосабливался для повседневных домашних нужд.
",Гл1.19_стр166_Бидермайер.jpeg,1,19,6,1
167,205,"Schloss Vollrads, Zeltinger, Piesporter / Schloss Vollrads, Zeltinger, Piesporter",Марки немецкого рислинга.,,1,19,1,1
167,205,Вальтер Ратенау / Walter Rathenau,"Немецкий промышленник и политический деятель (1867–1922), еврей по национальности (на фото). В 1886-89 годах в университетах Берлина и Страсбурга изучал физику, химию и философию. В 30 лет руководил одним из заводов своего отца (о нем см. примечание к стр. 169). В августе 1914 года возглавил особый департамент военного министерства и первым в Европе перевел экономику на плановые рельсы. Благодаря усилиям Ратенау, а также Фрица Габера (немецкого химика, тоже еврея по национальности, бывшего одним из разработчиков химического оружия и газа «Циклон Б»), Германия смогла производить необходимые для войны химикаты. Считается, что, де-факто введя плановую экономику, Ратенау смог предотвратить серьезный кризис в Германии, назревавший из-за британской блокады. В 1915 году он ушел из министерства и занялся семейным бизнесом. Несмотря на неприятие 1МВ на начальном этапе, позже он выступал за ее продолжение и ужесточение, призывая, в частности, к бомбардировкам Лондона с дирижаблей и критикуя перемирие 1918 года. 31 января 1922 года был назначен министром иностранных дел. При нем 16 апреля 1922 года был подписан Раппальский договор между Германией и РСФСР (см. примечание к стр. 170). Ратенау был убит 24 июня 1922 года членами ультраправой экстремистской организации «Консул», близкой к нацистам и ставшей впоследствии основой СА (штурмовых отрядов). Любопытно, что убийцы считали Ратенау одним из 300 сионских мудрецов; одним из аргументов было то, что еще до войны Ратенау так обращался к немецким финансовым кругам: «Настало время, чтобы влиятельные международные финансовые круги, давно скрывавшие свою власть над миром, провозгласили бы её открыто!». В юности Ратенау написал воззвание к евреям Германии под названием «Слушай, Израиль!», в котором призывал их быстрее ассимилироваться, усваивая прусские манеры и стремясь больше походить на пруссаков-христиан внешне, при этом ни в коем случае не переходя из иудаизма в христианство. Экономическая модель Ратенау была образцом для реализованной Альбертом Шпеером экономической модели Третьего рейха. В современной немецкой историографии есть мнение, что Ратенау был приверженцем идеи конвергенции экономических систем западного капитализма и восточного большевизма, в которых Германии отводилась роль «моста»[2].",Гл1.19_стр167_Вальтер_Ратенау.jpg,1,19,2,1
168,206,Spottbilligfilm AG,Вымышленная дочерняя компания ИГ Фарбен.,,1,19,1,1
168,206,OKW,"Oberkommando der Wehrmacht, Верховное командование вермахта, структура, созданная в Третьем рейхе в 1938 году. В описываемый период (1930 год) существовало Имперское министерство обороны (Reichswehrministerium); в 1935 году оно было преобразовано в Имперское военное министерство (Reichskriegsministerium) и только в 1938-м – в OKW. Еще одна явная историческая неточность.",,1,19,2,1
168,206,Селен / selenium,"Химический элемент под номером 34 (Se). Хрупкий, блестящий на изломе неметалл серого цвета. В середине ХХ века использовался в военных технологиях. Селен ядовит, по характеру действия напоминает мышьяк.",,1,19,3,1
168,206,Теллур / tellurium,"Химический элемент под номером 52 (Te), металлоид. Применяется в производстве сплавов свинца с повышенной пластичностью и прочностью (необходимых, к примеру, при производстве кабелей), полупроводников, резины, некоторых видов стекла. Токсичен.",,1,19,4,1
168,206,Генералдиректор / Generaldirektor,Точная транскрипция использованного в оригинале немецкого слова. Перевод – «генеральный директор». ,,1,19,5,1
169,207,Эмиль Ратенау / Emil Rathenau,"Немецкий предприниматель (1838–1915), отец Вальтера Ратенау, основатель компании AEG (1887). Его бизнес в AEG начался с того, что в 1883 году Ратенау купил у Томаса Эдисона патент на изготовление электрических ламп.
",,1,19,1,1
169,207,AEG,"Одна из крупнейших немецких компаний в области электроэнергетики и машиностроения. Во время 1МВ занималась производством оружия. В начале 1933 года финансово поддержала Гитлера. При Третьем рейхе активно использовала труд узников концлагерей, но производством вооружений практически не занималась (тем не менее, именно в AEG были разработаны передовые на тот момент инфракрасные приборы ночного видения). ",,1,19,2,1
170,208,Мовеин / Mauve,"Органическое соединение, первый синтетический краситель, полученный английским химиком Уильямом Перкином в 1856 году. Окрашивает шерсть и шелк в розово-лиловый цвет (на фото). Действительно был получен из компонентов каменноугольного дегтя (смолы).",Гл1.19_стр170_Мовеин.jpg,1,19,1,1
170,208,Тирский пурпур / Tyrian purple,"Этот известный с древности и чрезвычайно ценимый краситель (на рис.) был синтезирован в 1909 году немецким химиком Паулем Фридлендером.
",Гл1.19_стр170_Тирский_пурпур.jpg,1,19,2,1
170,208,Ализарин / alizarin,Краситель оранжево-красного цвета (на фото). Впервые синтезирован в 1869 году К. Гребе и К. Либерманом.,Гл1.19_стр170_Ализарин.jpg,1,19,3,1
170,208,Индиго / indigo,"Краситель характерного синего цвета (на фото), в настоящее время широко используемый для производства джинсов. Впервые был синтезирован в 1878 году немецким химиком Адольфом фон Байером, однако промышленно пригодный метод синтеза был разработан в 1903 году химиками Йоханнесом Пфлегером и Карлом Хойманом.",Гл1.19_стр170_Индиго.png,1,19,4,1
170,208,Уильям Перкин / William Perkin,"Английский химик-органик (1838–1907), известный открытием не только мовеина, но и других синтетических красителей (британский фиолетовый и перкинский зелёный), а также кумарина и коричной кислоты, используемых в парфюмерии.",,1,19,5,1
170,209,Онейрин / Oneirine,"Вымышленное Пинчоном наркотическое вещество. Слово образовано от греческого онейрос, или сон. Также называли древнегреческого бога сновидений: Онейрос или иногда в русских источниках Онир (он упоминается в Илиаде). В статье Алена Роб-Грийе «За новый роман» встречается термин «онейризм», то есть погруженность в мир снов и галлюцинаций. В «Песочном человеке» Нила Геймана Морфея называют «онейромантом».
",,1,19,6,1
170,209,Бензилизохинолин / benzylisoquiniline,"Является структурной основой некоторых природных алкалоидов (см. примечание про Алкалоиды ч 1, гл. 1). В оригинале слово написано неверно, правильно benzylisoquinoline.",,1,19,7,1
170,209,"Метонейрин в виде сульфата / Methoneirine, as the sulfate ","Также вымышленное Пинчоном вещество. Сульфат – это соль серной кислоты, либо, в органической химии эфиры серной кислоты. Некоторые лекарственные молекулы применялись в виде солей, так как в такой форме лучше растворялись в воде и водных растворах.",,1,19,8,1
170,209,Фон Мальцан / von Maltzan,"Адольф Георг фон Мальцан (1877–1927) − германский дипломат. В 1919–1920 гг. − рейхскомиссар по вопросам Востока (Эстония и Латвия), в 1921–1922 гг. − руководитель Отдела России в германском Министерстве иностранных дел. Позже был назначен послом Германии в США.",,1,19,9,1
170,209,Раппальский договор / the Rapallo treaty,"Договор между РСФСР и Германией о восстановлении дипломатических отношений и урегулировании всех спорных вопросов, заключённый 16 апреля 1922 года во время Генуэзской конференции в городе Рапалло (Италия). Обе договаривающиеся стороны взаимно отказались от возмещения военных расходов, военных и невоенных убытков, расходов на военнопленных; ввели принцип наибольшего благоприятствования при осуществлении взаимных торговых и хозяйственных отношений; помимо этого Германия признала национализацию немецкой частной и государственной собственности в РСФСР и аннулирование царских долгов Советским правительством. Считается, что при подписании этого договора были достигнуты устные договоренности о строительстве на территории РСФСР немецких военных объектов, в том числе промышленных заводов, в обмен на передачу Германией военных технологий. На практике была реализована только часть этих договорённостей: так, были созданы немецкая танковая школа в Казани, авиационная школа в Липецке и две аэрохимические станции под Москвой (Подосинки) и в Саратовской области (Томка).",,1,19,10,1
172,211,Найтсбридж / Knightsbridge,"Престижный район в центре Лондона, где расположены крупные универмаги.",,1,20,1,1
172,211,Инкапсулированная / encysted,"Инкапсуляция – размещение в оболочке, изоляция, закрытие чего-либо инородного с целью исключения его влияния на окружающее.",,1,20,2,1
172,211,Caput,"По латыни это голова. В оригинале шутка другая, там латинское слово cortex (то есть кора, в том числе кора головного мозга) переводится на английский как bark (то есть лаять) («the Latin cortex translates into English as «bark»). ",,1,20,3,1
172,211,Как зовут голого фюрера?,"В оригинале шутка другая: «What did the Cockney exclaim to the cowboy from SanAntonio?», то есть «Что прокричал кокни ковбою из Сан-Антонио?» Ее соль состоит в том, что лондонский диалект кокни – один из самых непонятных в Англии, точно также, как диалект ковбоев из Сан-Антонио – один из самых непонятных в Америке. Русская шутка основана на созвучии слов “голого” - “голова” и слова “caput” ранее, то есть “голого/голова Гитлера” - это “Гитлер капут”, при этом сохранен и элемент оригинальной шутки - неразборчивость речи; и вдоба-авок, голого фюрера могут звать Адам, потому что у него жена – Ева (Браун).
",,1,20,4,1
173,212,Вудблок / woodblocks,"Ударный музыкальный инструмент с неопределённой высотой звучания, разновидность щелевого барабана (на рис.).
",Гл1.20_стр173_Вудблок.jpg,1,20,1,1
173,212,Каденция / cadences,Типичный гармонический оборот в конце того или иного раздела музыкальной формы.,,1,20,2,1
173,212,Сульфат амфетамина / amphetamine sulphate,"Лекарственный препарат, применялся для стимуляции внимания и повышения производительности. Входит в список запрещенных наркотических веществ.",,1,20,3,1
173,212,Амобарбитал натрия / amobarbital sodium,"Тоже, что и  Амитал натрия (ч.1, гл. 10). в данном случае используется как  снотворное и успокаивающее средство. ",,1,20,4,1
173,212,Эрнесто Лекуона / Ernesto Lecuona,Кубинский композитор и пианист (1895–1963).,,1,20,5,1
173,212,Сибоней / Siboney,"Известная композиция Лекуоны, написанная в 1929 году. https://youtu.be/uMI-zYpEIC4
",,1,20,6,1
173,213,Фибриллирует / fibrillating,"Здесь: проявляется разрозненно и несинхронно.
",,1,20,7,1
174,213,Венец / Diadem,"Мелодия авторства Джеймса Эллора (1838), используемая в известном христианском гимне «All Hail the Power of Jesus' Name».  https://www.youtube.com/watch?v=jqmDKgp4ExE ",,1,20,1,1
174,213,Стоук-Поуджис / Stoke Poges,"Деревня к западу от Лондона, известная как минимум с 1086 года (упоминается в Книге Судного дня (материалы поземельной английской переписи, проведенной в 1085–86 гг.)).
",,1,20,2,1
174,213,"Лутон-Ху, Бедфордшир / Luton Hoo, Bedfordshire","Поместье в графстве Бедфордшир, Восточная Англия. Его можно увидеть в фильмах «Никогда не говори никогда» (1983), «Уайльд» (1997), «Широко закрытыми глазами» (1999). (на фото)
",Гл1.20_стр174_Лутон-Ху.jpg,1,20,3,1
174,213,Шлемник / scullcap,"Крупный род травянистых растений семейства Яснотковые. Большинство его видов являются красильными растениями, некоторые используются в качестве лекарственных, некоторые – в качестве декоративных (на фото)",Гл1.20_стр174_Шлемник.jpg,1,20,4,1
174,213,Венерин башмачок / lady’s-slipper,"Многолетнее травянистое декоративное растение; его экстракт использовался в сиропах от кашля (на фото)
",Гл1.20_стр174_Венерин_башмачок.jpg,1,20,5,1
174,213,Уэллец из “Генриха V” / Welshman in Henry V,"Флуэллен, валлийский капитан, комичный персонаж упомянутой шекспировской пьесы (на рис.). Он носил на своей шляпе лук-порей и так объяснял это королю: «Если ваше величество изволите помнить, уэльцы весьма отличились в огороде, где рос порей, а потому украсили свои монмутские шапки пореем; и это, как вашему величеству известно, до сих пор считается их знаком отличия» (акт IV, сцена 7)); съесть порей Флуэллен предлагает своему недругу Пистолю в сцене 1 акта V: «Прошу вас от всего сердца, вшивый и паршивый негодяй, исполнить мою просьбу, желание и ходатайство: съешьте - как бы это сказать - этот порей; потому что - как бы это сказать - вы его не очень любите, и ваши вкусы, аппетит и пищеварение вас к нему не располагают. Именно поэтому я и предлагаю вам его съесть»[3].",Гл1.20_стр174_Уэллец_из_Генриха_V.jpg,1,20,6,1
